wavelength_nm,intensity_au
4.319896716893839539e+02,-9.377943661324954563e-04
4.321027808381057866e+02,2.044767671366747638e-03
4.322158958459821747e+02,-2.109515166578900208e-04
4.323290167101874317e+02,-6.119682611956034010e-04
4.324421434278958714e+02,-1.614510122539886865e-03
4.325552759962816367e+02,7.665267981527862807e-04
4.326684144125191551e+02,-5.869047146619963198e-04
4.327815586737825697e+02,-7.372859938636388069e-04
4.328947087772462510e+02,3.968394867818082484e-05
4.330078647200844557e+02,3.655100536150729276e-04
4.331210264994714407e+02,5.409548793503225501e-04
4.332341941125814628e+02,3.655100536150729276e-04
4.333473675565887788e+02,-6.057023745624751343e-05
4.334605468286677024e+02,1.148745882790020752e-04
4.335737319259925471e+02,-6.057023745624751343e-05
4.336869228457375129e+02,-1.338811110670208755e-03
4.338001195850768568e+02,-5.869047146619963198e-04
4.339133221411848922e+02,-2.109515166578900208e-04
4.340265305112359329e+02,-1.764891401741529352e-03
4.341397446924041787e+02,-1.138302738401352106e-03
4.342529646818638867e+02,3.153829605478587652e-04
4.343661904767894271e+02,2.151287744134304134e-04
4.344794220743550568e+02,3.968394867818082484e-05
4.345926594717349190e+02,1.217670635757713742e-03
4.347059026661034409e+02,-7.122224473300317257e-04
4.348191516546348225e+02,1.900652278798233322e-04
4.349324064345033776e+02,-1.414001750271029999e-03
4.350456670028833059e+02,2.401923209470374946e-04
4.351589333569489781e+02,8.166538912200004430e-04
4.352722054938745941e+02,1.650016813462162511e-04
4.353854834108344107e+02,-3.362692493259254538e-04
4.354987671050027984e+02,-6.119682611956034010e-04
4.356120565735539003e+02,-4.114598889267466974e-04
4.357253518136620869e+02,-5.367776215947821575e-04
4.358386528225016718e+02,-3.550669092264043225e-05
4.359519595972467414e+02,-8.563378398985460138e-05
4.360652721350717798e+02,5.158913328167154689e-04
4.361785904331509300e+02,-1.238556924535780430e-03
4.362919144886585059e+02,1.718941566429855582e-03
4.364052442987688210e+02,-5.117140750611750763e-04
4.365185798606560184e+02,6.474749521178791280e-05
4.366319211714944686e+02,2.151287744134304134e-04
4.367452682284584853e+02,-9.377943661324954563e-04
4.368586210287222684e+02,5.409548793503225501e-04
4.369719795694601316e+02,6.412090654847508748e-04
4.370853438478462749e+02,1.744005112963462664e-03
4.371987138610551256e+02,-1.357608770570687773e-04
4.373120896062607699e+02,1.794132206030676826e-03
4.374254710806375783e+02,3.968394867818082484e-05
4.375388582813598077e+02,1.769068659497069745e-03
4.376522512056017717e+02,6.161455189511437936e-04
4.377656498505376703e+02,3.968394867818082484e-05
4.378790542133418171e+02,5.660184258839296313e-04
4.379924642911885257e+02,-5.869047146619963198e-04
4.381058800812519962e+02,3.404465070814658464e-04
4.382193015807065422e+02,3.905736001486800088e-04
4.383327287867263635e+02,5.910819724175367124e-04
4.384461616964858877e+02,5.660184258839296313e-04
4.385596003071592008e+02,1.148745882790020752e-04
4.386730446159207304e+02,-6.370318077292104822e-04
4.387864946199446763e+02,1.900652278798233322e-04
4.388999503164053522e+02,-1.138302738401352106e-03
4.390134117024769580e+02,-1.789954948275136433e-03
4.391268787753338074e+02,-8.124766334644600504e-04
4.392403515321502141e+02,-6.871589007964246446e-04
4.393538299701003780e+02,9.920987169552500113e-04
4.394673140863586696e+02,2.652558674806446029e-04
4.395808038780992320e+02,-4.114598889267466974e-04
4.396942993424964925e+02,-2.861421562587112915e-04
4.398078004767245375e+02,3.905736001486800088e-04
4.399213072779577942e+02,-1.388938203737422918e-03
4.400348197433705195e+02,-2.360150631914971020e-04
4.401483378701369134e+02,-1.639573669073493946e-03
4.402618616554312894e+02,7.665267981527862807e-04
4.403753910964279044e+02,1.462040214457373858e-05
4.404889261903010720e+02,1.618687380295427258e-03
4.406024669342249922e+02,-1.357608770570687773e-04
4.407160133253739787e+02,-4.114598889267466974e-04
4.408295653609224019e+02,-6.057023745624751343e-05
4.409431230380443480e+02,-1.063112098800530862e-03
4.410566863539141877e+02,4.908277862831083877e-04
4.411702553057062346e+02,-2.109515166578900208e-04
4.412838298905946885e+02,-1.539319482939065405e-03
4.413974101057539201e+02,-5.367776215947821575e-04
4.415109959483580724e+02,-2.109515166578900208e-04
4.416245874155814590e+02,1.794132206030676826e-03
4.417381845045983937e+02,1.468306101093784554e-03
4.418517872125831900e+02,1.117416449623285417e-03
4.419653955367099911e+02,-6.057023745624751343e-05
4.420790094741531675e+02,-1.564383029472672486e-03
4.421926290220869191e+02,-7.623495403972458881e-04
4.423062541776856165e+02,-8.375401799980671316e-04
4.424198849381234595e+02,6.412090654847508748e-04
4.425335213005747619e+02,8.667809842872146054e-04
4.426471632622137236e+02,3.655100536150729276e-04
4.427608108202147150e+02,-6.119682611956034010e-04
4.428744639717519931e+02,7.665267981527862807e-04
4.429881227139997577e+02,6.474749521178791280e-05
4.431017870441323225e+02,4.657642397495012523e-04
4.432154569593240012e+02,-3.112057027923183727e-04
4.433291324567489937e+02,1.042225810022464174e-03
4.434428135335816137e+02,-2.861421562587112915e-04
4.435565001869961179e+02,-3.863963423931396162e-04
4.436701924141668769e+02,-6.370318077292104822e-04
4.437838902122679769e+02,5.409548793503225501e-04
4.438975935784738454e+02,-6.370318077292104822e-04
4.440113025099586821e+02,6.161455189511437936e-04
4.441250170038968008e+02,8.918445308208216866e-04
4.442387370574624583e+02,1.900652278798233322e-04
4.443524626678299114e+02,-7.372859938636388069e-04
4.444661938321734169e+02,1.368051914959356229e-03
4.445799305476673453e+02,-2.861421562587112915e-04
4.446936728114858397e+02,1.148745882790020752e-04
4.448074206208032706e+02,-4.615869819939608597e-04
4.449211739727938948e+02,2.401923209470374946e-04
4.450349328646319123e+02,-1.038048552266923781e-03
4.451486972934916366e+02,-2.861421562587112915e-04
4.452624672565473816e+02,4.657642397495012523e-04
4.453762427509734039e+02,8.918445308208216866e-04
4.454900237739439604e+02,-3.863963423931396162e-04
4.456038103226333646e+02,8.667809842872146054e-04
4.457176023942157599e+02,-1.539319482939065405e-03
4.458313999858655734e+02,1.167543542690499580e-03
4.459452030947570620e+02,1.518433194160998716e-03
4.460590117180643688e+02,-3.362692493259254538e-04
4.461728258529618643e+02,-1.088175645334137943e-03
4.462866454966238621e+02,2.495911508971675099e-03
4.464004706462245622e+02,7.665267981527862807e-04
4.465143012989382783e+02,6.913361585519650371e-04
4.466281374519392102e+02,1.819195752564283907e-03
4.467419791024017286e+02,2.069831217900354719e-03
4.468558262475000333e+02,-2.861421562587112915e-04
4.469696788844084381e+02,4.801757790063527001e-03
4.470835370103011996e+02,3.623771102983993752e-03
4.471974006223525748e+02,6.531142500882415602e-03
4.473112697177368773e+02,6.882032152352914739e-03
4.474251442936283638e+02,9.538768084915265344e-03
4.475390243472013481e+02,1.076688186506201232e-02
4.476529098756300300e+02,1.530338378764489575e-02
4.477668008760886664e+02,1.856164483701381804e-02
4.478806973457516278e+02,2.377486251600409092e-02
4.479945992817931142e+02,2.733388612377629645e-02
4.481085066813874391e+02,3.104329101075014447e-02
4.482224195417088026e+02,3.477775944425760130e-02
4.483363378599315752e+02,4.164517119446593807e-02
4.484502616332299567e+02,4.164517119446593807e-02
4.485641908587782609e+02,4.367531846368811338e-02
4.486781255337508014e+02,4.733459625759475070e-02
4.487920656553217214e+02,4.768548590906524637e-02
4.489060112206653912e+02,4.803637556053574897e-02
4.490199622269561246e+02,5.089361986536695276e-02
4.491339186713680647e+02,5.094374695843417039e-02
4.492478805510755819e+02,5.269819521578666260e-02
4.493618478632529332e+02,5.134476370297188369e-02
4.494758206050743183e+02,5.157033562177434916e-02
4.495897987737141648e+02,5.031715829509399163e-02
4.497037823663465588e+02,5.026703120202678093e-02
4.498177713801459277e+02,4.866296422387592774e-02
4.499317658122864714e+02,5.365060998406373516e-02
4.500457656599424467e+02,5.056779376043006591e-02
4.501597709202882243e+02,5.084349277229974207e-02
4.502737815904979470e+02,5.101893759803498990e-02
4.503877976677459856e+02,5.337491097219405900e-02
4.505018191492065398e+02,4.923942579414888887e-02
4.506158460320539234e+02,5.352529225139569802e-02
4.507298783134623932e+02,5.417694446126948560e-02
4.508439159906062628e+02,5.470327893847522910e-02
4.509579590606597890e+02,5.460302475234080077e-02
4.510720075207972286e+02,5.470327893847522910e-02
4.511860613681928385e+02,5.490378731074408575e-02
4.513001206000209322e+02,5.289870358805551925e-02
4.514141852134557666e+02,5.339997451872766088e-02
4.515282552056715986e+02,5.259794102965223428e-02
4.516423305738426848e+02,5.294883068112273689e-02
4.517564113151433958e+02,5.287364004152191738e-02
4.518704974267478747e+02,5.342503806526126969e-02
4.519845889058304920e+02,5.495391440381130338e-02
4.520986857495654476e+02,5.397643608900062895e-02
4.522127879551271121e+02,5.537999469488262549e-02
4.523268955196896286e+02,5.169565335444237936e-02
4.524410084404273675e+02,5.284857649498830856e-02
4.525551267145145857e+02,5.357541934446291565e-02
4.526692503391255400e+02,5.460302475234080077e-02
4.527833793114344871e+02,5.029209474856038281e-02
4.528975136286157408e+02,5.192122527324484482e-02
4.530116532878435578e+02,5.440251638007194412e-02
4.531257982862921949e+02,5.437745283353834225e-02
4.532399486211359658e+02,5.570582079981951235e-02
4.533541042895490705e+02,5.560556661368508402e-02
4.534682652887058794e+02,5.442757992660555294e-02
4.535824316157805924e+02,5.385111835633259181e-02
4.536966032679474665e+02,5.380099126326537418e-02
4.538107802423808153e+02,5.370073707713094585e-02
4.539249625362549523e+02,5.129463660990466606e-02
4.540391501467440776e+02,5.254781393658502359e-02
4.541533430710225048e+02,5.360048289099651753e-02
4.542675413062644907e+02,5.540505824141622737e-02
4.543817448496443490e+02,5.638253655622690874e-02
4.544959536983362796e+02,5.487872376421048387e-02
4.546101678495145961e+02,5.289870358805551925e-02
4.547243873003535555e+02,5.392630899593341132e-02
4.548386120480274712e+02,5.517948632261376885e-02
4.549528420897105434e+02,5.435238928700473343e-02
4.550670774225770856e+02,5.906433603532286469e-02
4.551813180438014115e+02,5.317440259992520235e-02
4.552955639505577778e+02,5.217186073858091910e-02
4.554098151400204415e+02,5.307414841379077403e-02
4.555240716093636024e+02,5.553037597408426451e-02
4.556383333557616879e+02,5.069311149309809611e-02
4.557526003763888411e+02,5.066804794656449423e-02
4.558668726684193189e+02,5.244755975045059526e-02
4.559811502290275484e+02,5.039234893469481114e-02
4.560954330553876730e+02,5.091868341190056158e-02
4.562097211446740062e+02,5.014171346935874379e-02
4.563240144940608616e+02,5.187109818017763413e-02
4.564383131007223824e+02,4.976576027135463931e-02
4.565526169618329959e+02,4.913917160801446055e-02
4.566669260745668453e+02,4.843739230507346227e-02
4.567812404360983010e+02,5.139489079603909438e-02
4.568955600436016198e+02,4.735965980412835952e-02
4.570098848942510585e+02,5.039234893469481114e-02
4.571242149852208740e+02,4.771054945559885518e-02
4.572385503136853231e+02,4.715915143185950287e-02
4.573528908768187193e+02,4.756016817639721617e-02
4.574672366717953196e+02,4.668294404772096312e-02
4.575815876957893806e+02,4.563027509330946918e-02
4.576959439459752730e+02,4.515406770917093637e-02
4.578103054195271397e+02,4.763535881599803568e-02
4.579246721136192946e+02,4.673307114078818075e-02
4.580390440254260511e+02,4.705889724572507454e-02
4.581534211521216093e+02,4.653256276851932410e-02
4.582678034908803397e+02,4.177048892713397521e-02
4.583821910388764422e+02,4.217150567167168851e-02
4.584965837932842305e+02,4.495355933690207972e-02
4.586109817512779046e+02,4.327430171915040008e-02
4.587253849100318348e+02,4.119402735686101408e-02
4.588397932667202781e+02,4.294847561421350629e-02
4.589542068185174344e+02,4.344974654488564791e-02
4.590686255625976173e+02,4.222163276473890614e-02
4.591830494961351405e+02,4.044212096085279817e-02
4.592974786163042040e+02,4.116896381032740526e-02
4.594119129202791214e+02,3.996591357671426537e-02
4.595263524052342063e+02,4.287328497461268678e-02
4.596407970683436019e+02,3.846210078469784049e-02
4.597552469067817356e+02,4.187074311326840353e-02
4.598697019177228071e+02,3.941451555297491305e-02
4.599841620983410735e+02,3.831171950549620148e-02
4.600986274458108483e+02,3.781044857482405985e-02
4.602130979573063314e+02,3.848716433123144931e-02
4.603275736300018934e+02,3.836184659856341217e-02
4.604420544610717911e+02,3.958996037871016088e-02
4.605565404476902245e+02,3.891324462230277142e-02
4.606710315870315071e+02,3.841197369163062980e-02
4.607855278762699527e+02,3.821146531936177315e-02
4.609000293125797612e+02,3.823652886589537503e-02
4.610145358931352462e+02,3.821146531936177315e-02
4.611290476151107214e+02,3.740943183028634655e-02
4.612435644756803867e+02,3.537928456106417124e-02
4.613580864720184991e+02,3.655727124814370232e-02
4.614726136012994289e+02,3.673271607387895016e-02
4.615871458606973761e+02,3.625650868974041735e-02
4.617016832473866543e+02,3.635676287587484568e-02
4.618162257585414636e+02,3.690816089961420493e-02
4.619307733913362313e+02,3.568004711946745622e-02
4.620453261429450436e+02,3.415117078091742253e-02
4.621598840105423278e+02,3.490307717692563844e-02
4.622744469913021703e+02,3.467750525812317297e-02
4.623890150823990552e+02,3.635676287587484568e-02
4.625035882810071826e+02,3.547953874719859957e-02
4.626181665843007522e+02,3.322381955917395879e-02
4.627327499894540779e+02,3.274761217503542599e-02
4.628473384936414732e+02,3.106835455728374981e-02
4.629619320940371949e+02,3.184532449982557106e-02
4.630765307878154999e+02,3.156962548795589490e-02
4.631911345721506450e+02,3.294812054730428263e-02
4.633057434442169438e+02,3.021619397514110905e-02
4.634203574011886531e+02,3.304837473343871096e-02
4.635349764402400297e+02,3.294812054730428263e-02
4.636496005585453304e+02,3.031644816127553738e-02
4.637642297532788689e+02,3.089290973154850198e-02
4.638788640216149588e+02,3.189545159289278869e-02
4.639935033607278001e+02,3.109341810381735863e-02
4.641081477677916496e+02,3.084278263848128782e-02
4.642227972399808209e+02,2.951441467220011078e-02
4.643374517744696277e+02,2.838655507818779386e-02
4.644521113684322700e+02,2.833642798512057970e-02
4.645667760190430045e+02,2.898808019499436381e-02
4.646814457234762585e+02,2.705818711190661682e-02
4.647961204789061185e+02,2.881263536925911251e-02
4.649108002825068979e+02,2.660704327430168936e-02
4.650254851314530242e+02,2.811085606631811423e-02
4.651401750229185268e+02,2.796047478711647175e-02
4.652548699540778898e+02,2.811085606631811423e-02
4.653695699221052564e+02,2.821111025245254256e-02
4.654842749241749971e+02,2.643159844856644153e-02
4.655989849574612549e+02,2.630628071589840439e-02
4.657137000191384004e+02,2.545412013375576363e-02
4.658284201063807473e+02,2.500297629615083617e-02
4.659431452163624954e+02,2.708325065844022564e-02
4.660578753462579016e+02,2.490272211001640784e-02
4.661726104932412227e+02,2.430119699320983789e-02
4.662873506544868292e+02,2.417587926054180422e-02
4.664020958271689778e+02,2.367460832986966260e-02
4.665168460084618118e+02,2.577994623869265742e-02
4.666316011955397585e+02,2.502803984268444498e-02
4.667463613855770177e+02,2.452676891201230336e-02
4.668611265757479032e+02,2.425106990014262373e-02
4.669758967632266149e+02,2.287257484079423600e-02
4.670906719451874665e+02,2.166952460718109610e-02
4.672054521188047715e+02,2.171965170024831027e-02
4.673202372812527301e+02,2.207054135171880940e-02
4.674350274297056558e+02,2.282244774772702184e-02
4.675498225613378622e+02,2.289763838732784135e-02
4.676646226733235494e+02,2.069204629237041820e-02
4.677794277628370310e+02,2.106799949037452616e-02
4.678942378270525637e+02,2.247155809625652270e-02
4.680090528631444045e+02,2.144395268837863064e-02
4.681238728682868668e+02,2.056672855970238453e-02
4.682386978396542077e+02,2.262193937545816519e-02
4.683535277744206837e+02,1.821075518554331543e-02
4.684683626697606087e+02,1.963937733795892079e-02
4.685832025228481825e+02,2.051660146663517037e-02
4.686980473308577189e+02,2.001533053596302875e-02
4.688128970909635314e+02,1.989001280329499161e-02
4.689277518003398200e+02,2.111812658344174032e-02
4.690426114561608983e+02,1.738365814993428349e-02
4.691574760556010801e+02,1.908797931421956501e-02
4.692723455958346221e+02,1.695757785886296137e-02
4.693872200740356675e+02,1.981482216369417210e-02
4.695020994873786435e+02,1.878721675581628003e-02
4.696169838330378070e+02,1.866189902314824636e-02
4.697318731081873011e+02,1.580465471831703564e-02
4.698467673100015531e+02,1.848645419741299506e-02
4.699616664356547631e+02,1.818569163900971009e-02
4.700765704823212445e+02,1.755910297566953132e-02
4.701914794471751975e+02,1.465173157777111164e-02
4.703063933273909925e+02,1.480211285697275413e-02
4.704213121201427725e+02,1.675706948659410472e-02
4.705362358226049082e+02,1.650643402125803391e-02
4.706511644319517131e+02,1.430084192630061250e-02
4.707660979453573304e+02,1.698264140539657019e-02
4.708810363599961875e+02,1.357399907682600715e-02
4.709959796730423705e+02,1.517806605497686034e-02
4.711109278816703068e+02,1.560414634604818072e-02
4.712258809830541963e+02,1.490236704310718245e-02
4.713408389743683529e+02,1.387476163522929212e-02
4.714558018527870331e+02,1.557908279951457364e-02
4.715707696154844939e+02,1.595503599751867813e-02
4.716857422596350489e+02,1.374944390256125672e-02
4.718007197824128980e+02,1.327323651842272217e-02
4.719157021809923549e+02,1.470185867083832580e-02
4.720306894525477333e+02,1.422565128669979126e-02
4.721456815942532330e+02,1.349880843722518590e-02
4.722606786032831678e+02,1.400007936789732753e-02
4.723756804768119082e+02,1.387476163522929212e-02
4.724906872120134835e+02,1.289728332041861596e-02
4.726056988060623780e+02,1.490236704310718245e-02
4.727207152561327916e+02,1.189474145907433097e-02
4.728357365593989812e+02,1.420058774016618418e-02
4.729507627130352603e+02,1.377450744909486380e-02
4.730657937142158858e+02,1.121802570266693978e-02
4.731808295601150576e+02,1.297247396001943720e-02
4.732958702479072599e+02,1.154385180760383184e-02
4.734109157747665222e+02,1.134334343533497519e-02
4.735259661378672149e+02,1.249626657588090266e-02
4.736410213343835949e+02,1.437603256590143375e-02
4.737560813614900326e+02,1.114283506306611854e-02
4.738711462163606711e+02,1.186967791254072389e-02
4.739862158961698810e+02,1.287221977388500888e-02
4.741012903980918622e+02,1.169423308680547433e-02
4.742163697193009284e+02,9.914721282919371562e-03
4.743314538569712795e+02,1.249626657588090266e-02
4.744465428082773428e+02,9.989911922520192805e-03
4.745616365703932615e+02,9.964848375986585724e-03
4.746767351404932924e+02,1.064156413239397692e-02
4.747918385157518060e+02,1.044105576012512027e-02
4.749069466933430590e+02,9.263069073045587451e-03
4.750220596704412515e+02,1.034080157399069194e-02
4.751371774442206970e+02,1.004003901558740697e-02
4.752523000118557093e+02,1.104258087693169021e-02
4.753674273705205451e+02,1.046611930665872735e-02
4.754825595173894044e+02,1.049118285319233443e-02
4.755976964496366008e+02,1.029067448092347778e-02
4.757128381644364481e+02,8.811925235440659990e-03
4.758279846589632029e+02,8.786861688907052909e-03
4.759431359303911222e+02,9.288132619579194532e-03
4.760582919758944627e+02,1.059143703932676275e-02
4.761734527926475380e+02,8.636480409705410421e-03
4.762886183778246050e+02,1.036586512052429902e-02
4.764037887285999204e+02,9.964848375986585724e-03
4.765189638421477412e+02,8.235463665167697123e-03
4.766341437156423808e+02,9.288132619579194532e-03
4.767493283462581530e+02,9.388386805713622857e-03
4.768645177311692578e+02,8.887115875041481233e-03
4.769797118675498950e+02,7.834446920629983824e-03
4.770949107525745490e+02,8.360781397835732529e-03
4.772101143834173058e+02,7.408366629558663444e-03
4.773253227572525361e+02,8.686607502772624584e-03
4.774405358712544967e+02,5.779236104874203167e-03
4.775557537225974443e+02,5.578727732605346518e-03
4.776709763084556357e+02,7.934701106764412148e-03
4.777862036260033847e+02,7.533684362226698850e-03
4.779014356724148911e+02,6.731650873151272252e-03
4.780166724448645255e+02,6.656460233550451008e-03
4.781319139405265446e+02,6.932159245420128901e-03
4.782471601565751484e+02,9.588895177982479506e-03
4.783624110901846507e+02,6.882032152352914739e-03
4.784776667385293649e+02,7.834446920629983824e-03
4.785929270987834911e+02,7.082540524621771388e-03
4.787081921681213430e+02,7.433430176092270525e-03
4.788234619437172341e+02,5.804299651407810248e-03
4.789387364227453645e+02,7.433430176092270525e-03
4.790540156023799909e+02,8.486099130503767934e-03
4.791692994797954839e+02,6.631396687016843927e-03
4.792845880521660433e+02,4.776694243529919920e-03
4.793998813166659829e+02,5.804299651407810248e-03
4.795151792704695026e+02,5.678981918739774842e-03
4.796304819107509729e+02,6.556206047416022684e-03
4.797457892346846506e+02,7.759256281029162580e-03
4.798611012394447357e+02,6.255443489012737709e-03
4.799764179222055418e+02,5.252901627668454462e-03
4.800917392801413826e+02,4.776694243529919920e-03
4.802070653104264579e+02,5.804299651407810248e-03
4.803223960102350816e+02,6.455951861281594359e-03
4.804377313767415671e+02,4.851884883130741163e-03
4.805530714071200578e+02,6.054935116743881060e-03
4.806684160985449807e+02,4.526058778193849108e-03
4.807837654481904792e+02,4.526058778193849108e-03
4.808991194532309237e+02,6.079998663277488141e-03
4.810144781108405709e+02,4.927075522731562407e-03
4.811298414181936778e+02,5.303028720735668625e-03
4.812452093724645010e+02,3.548580463383172508e-03
4.813605819708272975e+02,6.455951861281594359e-03
4.814759592104563808e+02,5.077456801933204894e-03
4.815913410885260646e+02,4.500995231660242027e-03
4.817067276022104920e+02,5.152647441534026138e-03
4.818221187486840336e+02,4.125042033656135809e-03
4.819375145251209460e+02,5.954680930609452735e-03
4.820529149286954862e+02,4.425804592059420783e-03
4.821683199565819677e+02,3.398199184181530021e-03
4.822837296059545906e+02,4.350613952458599540e-03
4.823991438739877822e+02,5.152647441534026138e-03
4.825145627578556287e+02,3.974660754454493322e-03
4.826299862547324437e+02,4.275423312857778296e-03
4.827454143617925411e+02,2.696419881240531748e-03
4.828608470762102343e+02,3.598707556450386671e-03
4.829762843951597233e+02,5.528600639538132355e-03
4.830917263158153219e+02,5.729109011806989005e-03
4.832071728353513436e+02,4.851884883130741163e-03
4.833226239509419315e+02,5.453409999937311112e-03
4.834380796597614562e+02,4.851884883130741163e-03
4.835535399589841745e+02,5.328092267269275706e-03
4.836690048457843432e+02,4.576185871261063270e-03
4.837844743173362758e+02,4.325550405924992459e-03
4.838999483708141724e+02,5.252901627668454462e-03
4.840154270033924035e+02,5.077456801933204894e-03
4.841309102122452259e+02,5.478473546470918193e-03
4.842463979945467827e+02,4.751630696996312839e-03
4.843618903474714443e+02,2.721483427774138830e-03
4.844773872681935245e+02,4.475931685126634946e-03
4.845928887538872232e+02,3.874406568320064564e-03
4.847083948017268540e+02,4.952139069265169488e-03
4.848239054088866737e+02,4.250359766324171215e-03
4.849394205725409392e+02,5.277965174202061543e-03
4.850549402898640210e+02,3.373135637647922940e-03
4.851704645580300621e+02,3.022245986177423804e-03
4.852859933742133762e+02,2.119958310967568881e-03
4.854015267355882202e+02,5.328092267269275706e-03
4.855170646393289644e+02,2.596165695106103424e-03
4.856326070826097521e+02,4.049851394055314566e-03
4.857481540626049537e+02,5.027329708865990732e-03
4.858637055764887691e+02,4.375677498992206621e-03
4.859792616214355121e+02,3.548580463383172508e-03
4.860948221946194963e+02,3.824279475252850401e-03
4.862103872932149216e+02,3.523516916849565427e-03
4.863259569143961016e+02,2.646292788173317586e-03
4.864415310553373502e+02,2.245276043635604287e-03
4.865571097132127534e+02,2.320466683236425531e-03
4.866726928851968523e+02,8.918445308208216866e-04
4.867882805684636764e+02,1.969577031765926394e-03
4.869038727601877099e+02,-4.365234354603537785e-04
4.870194694575430390e+02,1.042225810022464174e-03
4.871350706577040341e+02,-9.628579126661025375e-04
4.872506763578450091e+02,1.092352903089678336e-03
4.873662865551401637e+02,-7.623495403972458881e-04
4.874819012467637549e+02,1.650016813462162511e-04
4.875975204298900962e+02,1.067289356556071255e-03
4.877131441016935014e+02,2.151287744134304134e-04
4.878287722593481703e+02,-1.106973305234616826e-04
4.879444049000284167e+02,9.920987169552500113e-04
4.880600420209084405e+02,-1.764891401741529352e-03
4.881756836191626689e+02,1.650016813462162511e-04
4.882913296919651884e+02,-7.372859938636388069e-04
4.884069802364904263e+02,1.217670635757713742e-03
4.885226352499125824e+02,1.399381348126091699e-04
4.886382947294059704e+02,2.652558674806446029e-04
4.887539586721447904e+02,-3.112057027923183727e-04
4.888696270753033559e+02,-1.940336227476778920e-03
4.889852999360559807e+02,-6.871589007964246446e-04
4.891009772515768645e+02,-1.357608770570687773e-04
4.892166590190403213e+02,-7.623495403972458881e-04
4.893323452356206644e+02,1.650016813462162511e-04
4.894480358984920940e+02,-3.112057027923183727e-04
4.895637310048288668e+02,-9.377943661324954563e-04
4.896794305518053534e+02,-2.861421562587112915e-04
4.897951345365957536e+02,6.161455189511437936e-04
4.899108429563743812e+02,-8.626037265316742128e-04
4.900265558083154360e+02,-1.714764308674315190e-03
4.901422730895932887e+02,-1.439065296804637080e-03
4.902579947973821390e+02,7.915903446863933619e-04
4.903737209288563577e+02,6.161455189511437936e-04
4.904894514811900876e+02,5.660184258839296313e-04
4.906051864515576426e+02,-1.338811110670208755e-03
4.907209258371333362e+02,-5.869047146619963198e-04
4.908366696350914253e+02,-2.742369716552205735e-03
4.909524178426062235e+02,-1.539319482939065405e-03
4.910681704568519308e+02,-8.876672730652812940e-04
4.911839274750028608e+02,6.412090654847508748e-04
4.912996888942332134e+02,-1.213493378002173349e-03
4.914154547117173593e+02,6.662726120183579560e-04
4.915312249246295551e+02,-1.990463320543992866e-03
4.916469995301440576e+02,-6.620953542628175634e-04
4.917627785254350670e+02,-6.057023745624751343e-05
4.918785619076769535e+02,-3.863963423931396162e-04
4.919943496740439741e+02,2.652558674806446029e-04
4.921101418217103856e+02,5.660184258839296313e-04
4.922259383478505015e+02,-1.840082041342350596e-03
4.923417392496385219e+02,1.650016813462162511e-04
4.924575445242487604e+02,-6.370318077292104822e-04
4.925733541688554737e+02,-6.620953542628175634e-04
4.926891681806329188e+02,-4.866505285275679409e-04
4.928049865567554662e+02,-3.613327958595325350e-04
4.929208092943972588e+02,-4.866505285275679409e-04
4.930366363907327241e+02,-6.871589007964246446e-04
4.931524678429359483e+02,-1.940336227476778920e-03
4.932683036481813588e+02,6.474749521178791280e-05
4.933841438036430986e+02,-1.858879701242829397e-04
4.934999883064955384e+02,-1.163366284934959187e-03
4.936158371539129348e+02,1.543496740694605797e-03
4.937316903430695447e+02,-2.610786097251042103e-04
4.938475478711396818e+02,-9.628579126661025375e-04
4.939634097352975459e+02,1.650016813462162511e-04
4.940792759327173940e+02,-1.138302738401352106e-03
4.941951464605735964e+02,-4.114598889267466974e-04
4.943110213160404101e+02,7.665267981527862807e-04
4.944269004962920917e+02,1.900652278798233322e-04
4.945427839985028413e+02,2.401923209470374946e-04
4.946586718198469725e+02,9.169080773544287678e-04
4.947745639574988559e+02,3.404465070814658464e-04
4.948904604086326344e+02,-6.370318077292104822e-04
4.950063611704226787e+02,-2.140844599745635353e-03
4.951222662400431318e+02,5.409548793503225501e-04
4.952381756146684211e+02,-1.038048552266923781e-03
4.953540892914727465e+02,-2.360150631914971020e-04
4.954700072676304217e+02,2.652558674806446029e-04
4.955859295403155897e+02,-1.564383029472672486e-03
4.957018561067026781e+02,-5.869047146619963198e-04
4.958177869639658866e+02,5.409548793503225501e-04
4.959337221092795289e+02,-1.338811110670208755e-03
4.960496615398177482e+02,2.903194140142516841e-04
4.961656052527549718e+02,-7.874130869308529693e-04
4.962815532452655134e+02,-2.867687449220241141e-03
4.963975055145234592e+02,6.474749521178791280e-05
4.965134620577031797e+02,1.067289356556071255e-03
4.966294228719789317e+02,-2.360150631914971020e-04
4.967453879545250288e+02,6.474749521178791280e-05
4.968613573025156711e+02,5.158913328167154689e-04
4.969773309131252290e+02,-3.550669092264043225e-05
4.970933087835279593e+02,-1.044314438903334599e-05
4.972092909108980052e+02,-7.122224473300317257e-04
4.973252772924097940e+02,-1.138302738401352106e-03
4.974412679252375256e+02,-5.367776215947821575e-04
4.975572628065554568e+02,-5.618411681283892387e-04
4.976732619335379013e+02,-4.114598889267466974e-04
4.977892653033591159e+02,9.920987169552500113e-04
4.979052729131933575e+02,-3.112057027923183727e-04
4.980212847602149964e+02,-6.370318077292104822e-04
