wavelength_nm,intensity_au
3.897904411091705583e+02,2.652558674806446029e-04
3.899011400150881173e+02,-3.043132274955490709e-03
3.900118458454593338e+02,-8.876672730652812940e-04
3.901225585974584646e+02,-1.106973305234616826e-04
3.902332782682598236e+02,1.393115461492963310e-03
3.903440048550376105e+02,-8.563378398985460138e-05
3.904547383549661959e+02,-3.613327958595325350e-04
3.905654787652197797e+02,-3.863963423931396162e-04
3.906762260829726188e+02,5.158913328167154689e-04
3.907869803053990836e+02,-1.113239191867745025e-03
3.908977414296733741e+02,4.407006932158941711e-04
3.910085094529697471e+02,-1.263620471069387512e-03
3.911192843724625163e+02,4.407006932158941711e-04
3.912300661853259385e+02,5.409548793503225501e-04
3.913408548887343272e+02,-6.119682611956034010e-04
3.914516504798618826e+02,-1.163366284934959187e-03
3.915624529558829181e+02,4.156371466822870900e-04
3.916732623139717475e+02,5.660184258839296313e-04
3.917840785513025708e+02,3.404465070814658464e-04
3.918949016650497015e+02,-3.863963423931396162e-04
3.920057316523873965e+02,-1.865145587875957677e-03
3.921165685104899126e+02,-1.664637215607101027e-03
3.922274122365315634e+02,-1.044314438903334599e-05
3.923382628276866058e+02,-1.439065296804637080e-03
3.924491202811292965e+02,1.543496740694605797e-03
3.925599845940339492e+02,-5.367776215947821575e-04
3.926708557635748207e+02,-5.618411681283892387e-04
3.927817337869261110e+02,1.869322845631498069e-03
3.928926186612621905e+02,-1.288684017602994593e-03
3.930035103837573160e+02,-1.113239191867745025e-03
3.931144089515857445e+02,2.903194140142516841e-04
3.932253143619217326e+02,-6.057023745624751343e-05
3.933362266119395372e+02,-5.618411681283892387e-04
3.934471456988134719e+02,-8.375401799980671316e-04
3.935580716197178504e+02,-7.874130869308529693e-04
3.936690043718268157e+02,-8.124766334644600504e-04
3.937799439523147953e+02,1.292861275358534985e-03
3.938908903583559322e+02,1.217670635757713742e-03
3.940018435871245970e+02,1.462040214457373858e-05
3.941128036357949895e+02,-6.871589007964246446e-04
3.942237705015414235e+02,4.657642397495012523e-04
3.943347441815381558e+02,2.401923209470374946e-04
3.944457246729594431e+02,7.665267981527862807e-04
